SKU,SKU_DESCRIPTION,CATEGORY,SUB_CATEGORY,COLOR_NAME,COLLECTION,SIZE,PLANNING_CATEGORY,LAUNCH_YEAR_SEASON,LAUNCH_DATE,PLANNING_STATUS,ASSORTMENT_STATUS,FULL_PRICE_RETAIL,VENDOR_NAME,VENDOR_COST,VENDOR_COST_USD,ITEM_MOQS
T58046-01,La Calle Alpaca Throw - Mustard,BLANKETS,THROWS : ALPACA,MUSTARD,LA CALLE,,BLANKETS - THROWS,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,169,ALLPA,63,63,
R120003-01,Salina Accent Rug - 2x3,RUGS,ACCENT,ECRU,SALINA,2' x 3',RUGS - ACCENT,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Master Weave Inc,40.02,40.02,
D127001-03-K,Linen Stocking,ACCENTS,HOLIDAY,,,,HOLIDAY,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,85,,,0,
P56021-01-C,Rayos Lumbar Pillow - 16x26 - Black/Cream - Cover,PILLOWS,SMALL LUMBARS,BLACK & CREAM,RAYOS,"16"" x 26""",PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,209,Wayra,52,52,
R120032-04,Kamaya Area Rug - 5x8 - Ecru,RUGS,AREA,ECRU,KAMAYA,,RUGS - AREA + ROUND,CANCELLED,,ARCHIVED,PD - CANCELLED,695,Raj Overseas,173.42,173.42,
00004556-001-KI-W-003-B2,Laurel Bed - Tall - KI-W-003 - FB,FURNITURE,BEDS,WALNUT,LAUREL,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1131,1131,
R120050-01,Indali Flatweave Accent Rug - 2x3 - Multi,RUGS,ACCENT,,INDALI,,RUGS - ACCENT,2025 SPRING,,ARCHIVED,PD - CANCELLED,179,Raj Overseas,0,0,
D086003-02,Stonewashed Linen Tablecloth- Ivory - New Size - 70x126,TABLEWARE,KITCHEN ACCESSORIES,,STONEWASHED LINEN,,TABLEWARE,2024 HOLIDAY,2024-10-16 00:00:00.000,ARCHIVED,PD - CANCELLED,159,Sampedro (EUR),57.43,66.8755121,
R141032-05,HANITA HAND-KNOTTED AREA RUG - 2'X3' - SAND,RUGS,ACCENT,SAND,HANITA,2' x 3',RUGS - ACCENT,2026 SPRING,2026-04-15 00:00:00.000,PRE-INTRO,PD - APPROVED,199,RMC,31.5,31.5,
00004556-002-KI-W-001-B1,Laurel Bed - Low - KI-W-001 - HB,FURNITURE,BEDS,WALNUT,LAUREL,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1083,1083,
00004556-007-CK-S-001-B1,ALPINE BED - TALL - CK-S-001 - HB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,907,907,
00004556-004-KI-S-006-B1,Drift Bed - KI-S-006 - HB/FB,FURNITURE,BEDS,,DRIFT,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1257,1257,
R54014-05,Bandera Area Rug - 6x9 - Olive,RUGS,AREA,OLIVE,BANDERA,6' x 9',RUGS - AREA + ROUND,2023 SUMMER,2023-07-25 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1399,Vida Nueva (MXN),12000,601.97145652,
R120021-04,Vismit Area Rug - 9x12 - Grey,RUGS,AREA,GREY,VISMIT,9' x 12',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Raj Overseas,603.3,603.3,
B86009-22,Stonewashed Linen Shams - Standard Set (S/2) - Indigo Chambray Wide Stripe,BEDDING,SHAMS,INDIGO CHAMBRAY WIDE STRIPE,STONEWASHED LINEN,STANDARD,BEDDING - SHEETS ETC.,2022 MAY,2022-05-17 00:00:00.000,ARCHIVED,ARCHIVED,89,Sampedro,18.57,18.57,
D121010-04,Aegean Cotton Towels - 1 Bath Sheet - Black,BATH,TOWEL : BATH SHEET,BLACK,AEGEAN,,BATH - TOWELS,2022 AEGEAN,2022-02-23 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,69,Veritas,22.84,22.84,
B121008-03,Organic Resort Cotton Duvet Cover - King - Solid Sand,BEDDING,DUVETS,SAND,ORGANIC RESORT COTTON,KING,BEDDING - DUVETS,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,279,Veritas,96.98,96.98,
R88013-01,Parthiv Chunky Jute Rug - 5x8,RUGS,AREA,NATURAL,PARTHIV,5' x 8',RUGS - AREA + ROUND,2019 INDIA,2019-09-26 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,499,Loloi Rugs,126.37,126.37,
B86007-22,Stonewashed Linen Pillowcases - Standard Set (S/2) - Indigo Chambray Wide Stripe,BEDDING,PILLOWCASES,INDIGO CHAMBRAY WIDE STRIPE,STONEWASHED LINEN,STANDARD,BEDDING - SHEETS ETC.,2022 MAY,2022-05-17 00:00:00.000,ARCHIVED,ARCHIVED,69,Sampedro,17.62,17.62,
B86001-22,Stonewashed Linen Fitted Sheet - Full - Indigo Chambray Wide Stripe,BEDDING,FITTED SHEETS,INDIGO CHAMBRAY WIDE STRIPE,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,2022 SPRING,2022-05-17 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,139,Sampedro,34.91,34.91,
B121004-04,Organic Resort Cotton Fitted Sheet - Full - Light Grey Stripe,BEDDING,FITTED SHEETS,GREY STRIPE,ORGANIC RESORT COTTON,FULL,BEDDING - SHEETS ETC.,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,129,Veritas,43.35,43.35,
R93009-03,Anik Recycled Area Rug - 6x9 - Sand,RUGS,AREA,SAND,ANIK,6' x 9',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
P84036-05-C,Prisha Linen Lumbar Pillow - 14x54 - Spice Red - Cover,PILLOWS,OVERSIZED LUMBARS,SPICE RED,PRISHA,"14"" x 54""",PILLOWS - OVERSIZED LUMBARS,2021 FALL,2021-09-14 00:00:00.000,ARCHIVED,ARCHIVED,149,Textile Artisans Guild aka Poornima,16,16,
T58015-02,Abeto Alpaca Bed Blanket - Soft Grey,BEDDING,BED BLANKETS,,ASSORTED ALPACA,,BEDDING - BED BLANKETS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,ALLPA,0,0,
T56002-01,Nublado Wool Bed Blanket - Ivory,BLANKETS,THROWS : DECORATIVE,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
R126005-01,Marmara Kilim Runnner - Navy,RUGS,RUNNERS,NAVY,MARMARA,2.5' x 8',RUGS - RUNNERS,UNKNOWN,2021-04-28 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,899,Kirkit Rugs,310,310,
P84012-05-C,Dhara Leather Pillow - 22x22 - Ivory - Cover,PILLOWS,SQUARE,IVORY,DHARA,"22"" x 22""",PILLOWS - ACCENT,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,219,Accessories India,63.65,63.65,
P71001-02,Siri Siri Pillow - Peach,PILLOWS,SQUARE,,,,PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
D125004-01,Zomba Wall Hanging - Medium,ACCENTS,WALL HANGINGS,NATURAL,ZOMBA WALL HANGING,,ACCENTS - WALL HANGINGS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,349,All Across Africa,115,115,
C77002-01,San Rafael Safari Stool,FURNITURE,STOOLS,CARAMEL LEATHER,SAN RAFAEL,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,449,Paul Roco,200,200,
P120014-01-C,Daphne Lumbar Pillow - 12x20 - Emerald,PILLOWS,SMALL LUMBARS,EMERALD,DAPHNE,"12"" x 20""",PILLOWS - ACCENT,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,79,Raj Overseas,14.9,14.9,
P123009-02-C,Isidora Pillow - 22x22 - Tan - Cover,PILLOWS,SQUARE,TAN,ISIDORA,"22"" x 22""",PILLOWS - ACCENT,2023 SPRING,2023-04-11 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,209,Texturable Decor,50,50,
B86020-32,Stonewashed Linen Fitted Sheet - Cal-King - Barley Stripe,BEDDING,FITTED SHEETS,BARLEY STRIPE,STONEWASHED LINEN,CAL-KING,BEDDING - SHEETS ETC.,2025 SPRING,2025-03-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,169,Sampedro (EUR),53.85,62.7067095,
00004556-009-CK-S-006-B3,SIERRA BED - CK-S-006 - SR/SL,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,398,398,
R158001-20,Emma Area Rug - 10x14 - Sage,RUGS,AREA,SAGE,EMMA,10' x 14',RUGS - AREA + ROUND,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,4999,Surya Carpet Inc.,1666,1666,
00004556-002-QU-M-002-B2,Laurel Bed - Low - QU-M-002 - FB,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,303,303,
00004556-009-QU-S-007-B1,SIERRA BED - QU-S-007 - HB,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,860,860,
D73007-02,Providencia Mirror - Medium,ACCENTS,MIRRORS,CLEAR,PROVIDENCIA,,ACCENTS - MIRRORS,2022 PRE SPRING,2022-01-25 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,399,Cerio,115,115,
D86002-03,Stonewashed Linen Bath Robe - Sienna - X-Large,BATH,BATH ROBES,SIENNA,STONEWASHED LINEN,X-LARGE,BATH - BATH ROBES,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,139,Sampedro,46.87,46.87,
002560062-018-U-S-007,Hudson Bench - Walnut - Performance Plush Texture,FURNITURE,BENCHES,WALNUT,HUDSON,,FURNITURE - MTO,2025 SPRING,2025-05-07 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,2099,"Vision Contract Manufacturing, LLC",640,640,
B86100-01,Stonewashed Linen Bed Bundle (S/7) - Full - White,BEDDING,BED BUNDLES,WHITE,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,2022 JUNE,2022-06-01 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,677,Sampedro (EUR),192.51,224.1721197,
T57004-02,Abrigo Bed Blanket - Oatmeal - King,BEDDING,BED BLANKETS,OATMEAL,ABRIGO,KING,BEDDING - BED BLANKETS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-006-QU-S-002 - B2,ALPINE BED - MEDIUM - QU-S-002 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,310,310,
00004556-002-FL-W-006-B2,Laurel Bed - Low - FL-W-006 - FB,FURNITURE,BEDS,WALNUT,LAUREL,FULL,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,353,353,
R114004-01,Mendoza Chunky Wool Area Rug - 8x10 - Rose,RUGS,AREA,ROSE,MENDOZA,8' x 10',RUGS - AREA + ROUND,2020 MOROCCO,2020-04-02 00:00:00.000,ARCHIVED,ARCHIVED,2499,Elementos Argentinos,880,880,
B86012-34,Stonewashed Linen Pillowcases - Standard Set (S/2) - Aubergine,BEDDING,PILLOWCASES,AUBERGINE,STONEWASHED LINEN,,BEDDING - SHEETS ETC.,2025 FALL,,ARCHIVED,PD - CANCELLED,69,Sampedro (EUR),18.84,21.9386148,
A65058-01,High Atlas .02 by Simon Mills - 16x24 - Print Only,ACCENTS,ART,MULTI/MIXED,SIMON MILLS,"16"" x 24""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,169,"Simply Framed, Inc",44.3,44.3,
T139002-02,Rowan Mohair Bed Throw - Sand,BEDDING,BED BLANKETS,SAND,ROWAN,,BEDDING - BED BLANKETS,2023 FALL,,ARCHIVED,PD - CANCELLED,379,Cushendale Woollen Mills (EUR),109.49,127.4978203,
P84055-05-C,Prisha Linen Lumbar Pillow - 14x54 - Eucalyptus - Cover,PILLOWS,OVERSIZED LUMBARS,EUCALYPTUS,PRISHA,"14"" x 54""",PILLOWS - OVERSIZED LUMBARS,2024 SPRING,2024-03-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,149,Textile Artisans Guild aka Poornima,17.3,17.3,
R120034-06,Bela Area Rug - 8x10 - Sand,RUGS,AREA,SAND,BELA,8' x 10',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,ARCHIVED,ARCHIVED,1699,Raj Overseas,693.68,693.68,
R126008-01,Yarek Kilim Area Rug - 5x8,RUGS,AREA,RUST,YAREK,5' x 8',RUGS - AREA + ROUND,2021 FALL,2021-09-09 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1799,Kirkit Rugs,580,580,
SS-R00029,One-of-a-Kind: Samira Rug - Sand,RUGS,AREA,,,,RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
D124002-04-Q2,Organic Turkish Weave Towels - Check - S/2,BATH,TOWEL : FACE TOWEL,,,,BATH - TOWELS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,55,,,0,
00004556-002-QU-W-002-B2,Laurel Bed - Low - QU-W-002 - FB,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,388,388,
00004556-001-QU-M-006-B1,Laurel Bed - Tall - QU-M-006 - HB,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,753,753,
B121001-07,Organic Resort Cotton Sheet Set - Full - Spice,BEDDING,SHEET SETS,SPICE,ORGANIC RESORT COTTON,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Veritas,0,0,
R88032-08,Tarak Flatweave Runner - 2.5x8 - Indigo,RUGS,RUNNERS,INDIGO,TARAK,2.5' x 8',RUGS - RUNNERS,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,479,Loloi Rugs,60,60,
00004556-003-CK-M-002-B2,Ridge Bed - CK-M-002 - FB,FURNITURE,BEDS,MAPLE,RIDGE,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,622,622,
P141007-01-C,Arjun Pillow - 18x18 - Ecru - Cover,PILLOWS,SQUARE,ECRU,ARJUN,"18"" x 18""",PILLOWS - ACCENT,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,179,RMC,28,28,
R93018-02,Advika Accent Rug - 3x5,RUGS,ACCENT,ECRU,ADVIKA,3' x 5',RUGS - ACCENT,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,399,Qayyum,51.3,51.3,
T62003-01,Rahim Cotton Bed Blanket - Full/Queen,BEDDING,BED BLANKETS,NAVY,RAHIM,FULL/QUEEN,BEDDING - BED BLANKETS,2019 MOROCCO,2019-03-12 00:00:00.000,ARCHIVED,ARCHIVED,229,TAM (MAD),53,5.470346593,
B86101-01,Stonewashed Linen Bed Bundle (S/7) - Queen - White,BEDDING,BED BUNDLES,WHITE,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2022 JUNE,2022-06-01 00:00:00.000,ARCHIVED,ARCHIVED,657,Sampedro (EUR),196.61,228.9464467,
B121001-06-K,Organic Resort Cotton Bed Bundle - Full - Slate Blue,BEDDING,BED BUNDLES,SLATE BLUE,ORGANIC RESORT COTTON,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Veritas,0,0,
00004556-003-CK-M-007-B3,Ridge Bed - CK-M-007 - SR/SL,FURNITURE,BEDS,MAPLE,RIDGE,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,365,365,
00004556-006-KI-S-002-B2,ALPINE BED - MEDIUM - KI-S-002 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,395,395,
TP53009-04,Halston Mugs - Cream,TABLEWARE,DRINKWARE,,,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,45,,,0,
R13001-01-2,Estrellas Area Rug - 6x9,RUGS,AREA,,ESTRELLAS,6' x 9',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
P122001-01-C,Chara Pillow - 18x18 - Stone Blue - Cover,PILLOWS,SQUARE,STONE BLUE,CHARA,"18"" x 18""",PILLOWS - ACCENT,2020 FALL,2020-09-15 00:00:00.000,ARCHIVED,ARCHIVED,229,Y'abal,57,57,
P56057-03-C,Sierra Boucle Lumbar Pillow - 12x48 - Sand - Cover,PILLOWS,OVERSIZED LUMBARS,SAND,SIERRA,"12"" x 48""",PILLOWS - OVERSIZED LUMBARS,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,229,Wayra,49,49,
R88031-04,Mihir Area Rug - 9x12,RUGS,AREA,TAUPE,MIHIR,9' x 12',RUGS - AREA + ROUND,2022 FALL - LATE,2022-10-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,2999,Loloi Rugs,1392.15,1392.15,
A65004-01,Blue City .01 By Hazel & Pine - 20x30 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"20"" x 30""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,219,"Simply Framed, Inc",58.2,58.2,
R93023-04,Urvi Braided Jute Rug - 8x10 - Olive,RUGS,AREA,OLIVE,URVI,8' x 10',RUGS - AREA + ROUND,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,899,Qayyum,176,176,
B86001-36,Stonewashed Linen- French Blue - Sheet Set Full,BEDDING,SHEET SETS,FRENCH BLUE,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,299,Sampedro (EUR),86.99,101.2972453,
P84054-02-C,Prisha Linen Pillow - 24x24 - Light Aegean - Cover,PILLOWS,SQUARE,LIGHT AEGEAN,PRISHA,"24"" x 24""",PILLOWS - ACCENT,2024 SPRING,2024-03-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,129,Textile Artisans Guild aka Poornima,13,13,
B86100-12,,BEDDING,BED BUNDLES,SUNDOWN,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,647,Sampedro,179.46,179.46,
D140005-03,Sumita Iron Candle Holder - S/2 - Black,ACCENTS,CANDLES/CANDLEHOLDERS,BLACK,ASSORTED,,ACCENTS - CANDLE & DEC-ACC,2022 HOLIDAY - LATE,2022-10-24 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,79,Powered by People,12.82,12.82,
P84069-01-C,Seema Pillow - 20x20 - Taupe,PILLOWS,SQUARE,TAUPE,SEEMA,"20"" x 20""",PILLOWS - ACCENT,2025 SPRING,2025-03-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,119,Textile Artisans Guild aka Poornima,12.5,12.5,
00004556-001-KI-W-001-B2,Laurel Bed - Tall - KI-W-001 - FB,FURNITURE,BEDS,WALNUT,LAUREL,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,462,462,
F97021-02,Santo Rectangular Ottoman - Walnut/Linen,FURNITURE,OTTOMANS,WALNUT & LINEN,SANTO,,FURNITURE - STOCKED,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1449,Safari Velution (EUR),373.26,434.6500722,
00004556-001-CK-M-001-B1,Laurel Bed - Tall - CK-M-001 - HB,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,893,893,
00004556-002-TW-M-001-B1,Laurel Bed - Low - TW-M-001 - HB,FURNITURE,BEDS,MAPLE,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,609,609,
00004556-007-QU-S-007-B2,ALPINE BED - TALL - QU-S-007 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,310,310,
R114001-02,Mendoza Chunky Wool Area Rug - 6x9 - Black,RUGS,AREA,BLACK,MENDOZA,6' x 9',RUGS - AREA + ROUND,2020 MOROCCO,2020-04-02 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1999,Elementos Argentinos,594,594,
B86022-08,Stonewashed Linen Bed Cover - Full/Queen - Sand Thin Stripe,BEDDING,BED BLANKETS,SAND THIN STRIPE,STONEWASHED LINEN,FULL/QUEEN,BEDDING - BED BLANKETS,2022 JUNE,2022-06-01 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,269,Sampedro (EUR),69.97,81.4779659,
00004556-003-KI-W-007-B1,Ridge Bed - KI-W-007 - HB,FURNITURE,BEDS,WALNUT,RIDGE,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1475,1475,
R88014-01,Shylah Area Rug - 5x8 - Flax,RUGS,AREA,FLAX,SHYLAH,5' x 8',RUGS - AREA + ROUND,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,799,Loloi Rugs,120,120,
B15207-10,Stonewashed Organic Cotton Percale- Terracotta - Pillowcases - Standard,BEDDING,PILLOWCASES,TERRACOTTA,ORGANIC COTTON PERCALE,STANDARD,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,59,Synergy Lifestyles PVT. LTD.,6.8,6.8,
00004556-002-FL-M-005-B2,LAUREL BED - LOW - FL-M-005 - FB,FURNITURE,BEDS,,LAUREL,FULL,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,268,268,
R120016-02,Ivari Accent Rug - 3x5,RUGS,ACCENT,ECRU,IVARI,3' x 5',RUGS - ACCENT,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,349,Master Weave Inc,60.03,60.03,
B121007-03,Organic Resort Cotton Duvet Cover - Full/Queen - Solid Sand,BEDDING,DUVETS,SAND,ORGANIC RESORT COTTON,FULL/QUEEN,BEDDING - DUVETS,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,249,Veritas,82.93,82.93,
00004556-004-KI-S-001-B1,Drift Bed - KI-S-001 - HB/FB,FURNITURE,BEDS,,DRIFT,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1154,1154,
R88002-03,Savera Area Rug - 9x12,RUGS,AREA,NATURAL,SAVERA,9' x 12',RUGS - AREA + ROUND,2021 FALL,2021-09-09 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Loloi Rugs,324,324,
P71001-01,Siri Siri Pillow - Cobalt,PILLOWS,SQUARE,,,,PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86021-02,Stonewashed Linen Quilt - Twin - Light Grey,BEDDING,QUILTS,LIGHT GREY,STONEWASHED LINEN,TWIN,BEDDING - QUILTS ETC.,2022 JUNE,2022-06-01 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,259,Sampedro (EUR),91.98,107.1079506,
R54023-04,Alban Accent Rug - 3x5 - Sienna,RUGS,ACCENT,SIENNA,ALBAN,3' x 5',RUGS - ACCENT,UNKNOWN,2021-04-21 00:00:00.000,ARCHIVED,ARCHIVED,399,Vida Nueva (MXN),2800,140.460006521,
R93044-07,Natali Cowhide Area Rug - 9x12 - Tan,RUGS,AREA,TAN,NATALI,9' x 12',RUGS - AREA + ROUND,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,2399,Qayyum,410.4,410.4,
D121001-04,Organic Plush Towels - 1 Bath Sheet - Cloud,BATH,TOWEL : BATH SHEET,CLOUD,ORGANIC PLUSH,,BATH - TOWELS,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,64,Veritas,20.17,20.17,
B86008-17,Stonewashed Linen Duvet - King/Cal-King - Camel,BEDDING,DUVETS,CAMEL,STONEWASHED LINEN,KING/CAL-KING,BEDDING - DUVETS,2021 SPRING BEDDING,2021-04-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,309,Sampedro (EUR),85.55,99.6204085,
00004556-002-KI-M-001-B1,Laurel Bed - Low - KI-M-001 - HB,FURNITURE,BEDS,MAPLE,LAUREL,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,823,823,
